b'F', time+P2EB1:R2, state, temperature, alt, ram_diff, bno_x, bno_y, bno_z, high_x, high_y, high_z, gyro_x, gyro_y, gyro_z, , , ,
b'F',1904467,4,4.07,93.77050781,-31907.875,13.41,3.41,-1.46,10.5186367,4.137330532,-5.294380665,-79.6875,7.3125,-35.875,1,1,3.1,3.6
b'F',1904505,4,4.07,93.0958252,-31907.875,14.1,3.69,-1.65,11.18481731,2.699783564,-1.73557508,-97.25,11.4375,-21.3125,1.3,1.3,3.1,3.6
b'F',1904534,4,4.07,92.3503418,-31907.875,9.14,1.54,-0.87,10.11542225,2.051134109,-1.157050014,-106.0625,13.5625,-12.8125,1.3,1.3,3.1,3.6
b'F',1904563,4,4.07,91.87854004,-34508.875,7.28,0.87,-0.05,9.028496742,1.560264468,-0.455807596,-110.375,14.0625,-7.25,1,1,3.1,3.6
b'F',1904600,4,4.07,91.19921875,-34508.875,7.92,0,-0.74,7.450701237,1.209643245,-0.140248492,-112.5625,13.9375,-4.25,1,1,3.1,3.6
b'F',1904629,4,4.07,90.66137695,-34508.875,7.45,-0.07,-0.09,7.538356304,0.701242447,0.175310612,-113.875,15.75,-3.25,1.3,1.1,3.1,3.6
b'F',1904659,4,4.07,89.91589355,-35337.875,7.92,0.05,-0.47,7.310452461,0.315559119,0.157779559,-114.0625,16.3125,-2.4375,1.3,1.3,3.1,3.6
b'F',1904697,4,4.07,89.24121094,-35337.875,11.28,-0.51,-0.42,9.168745041,-0.298028052,-0.280496985,-113.75,17.0625,-2.125,1,1,3.1,3.6
b'F',1904725,4,4.07,88.83544922,-35337.875,10.33,-1.35,-0.4,10.50110626,-0.981739461,-0.192841679,-110.25,16.4375,-5.8125,0.9,1,3.1,3.6
b'F',1904759,4,4.07,88.1607666,-35601.875,7.13,0.8,-0.28,8.783061981,-0.596056104,0.613587141,-107.75,15.4375,-9,1.3,1.3,3.1,3.6
b'F',1904801,4,4.07,87.28320313,-35601.875,3.73,-0.72,-0.13,5.785250187,-0.841490984,0.262965918,-106.1875,15.1875,-9.125,1.3,1.3,3.1,3.6
b'F',1904872,4,4.07,86.19812012,-34812.875,6.76,0.53,0.57,5.978092194,0.017531062,1.069394708,-102.9375,13.8125,-9.25,1,1,3.1,3.6
b'F',1904910,4,4.07,85.38659668,-34812.875,7.75,-0.03,0.61,7.398108006,0.438276529,1.525202394,-101.8125,11.5625,-7.9375,1.3,1.3,3.1,3.6
b'F',1904950,4,4.07,84.78271484,-35527.875,13.12,-0.45,3.26,10.79913425,-0.560993969,3.173122168,-97.625,4.8125,-7.125,1,1,3.1,3.6
b'F',1904985,4,4.07,84.10327148,-35527.875,8.02,0.11,1.17,11.23741055,-0.420745492,2.980280399,-92.4375,-4.3125,-6.8125,1,1,3.1,3.6
b'F',1905018,4,4.07,83.63146973,-35527.875,5.65,-0.17,0.67,7.152673244,0.175310612,1.875823617,-90.1875,-6.375,-7.1875,1,1,3.1,3.6
b'F',1905059,4,4.07,82.68786621,-38029.875,3.73,0.36,0.53,4.961290359,0.385683358,1.718044043,-88.125,-7.9375,-7.375,1.3,1.3,3.1,3.6
b'F',1905095,4,4.07,82.01318359,-38029.875,6.2,0.26,0.4,5.311911583,0.350621223,1.682981968,-85.3125,-10,-7,1,1,3.1,3.6
b'F',1905128,4,4.07,81.40930176,-36765.875,10.15,1.46,0.42,6.591679096,0.473338664,1.560264468,-84.6875,-11.5,-6.5,1,1,3.1,3.6
b'F',1905171,4,4.07,80.73461914,-36765.875,13.06,0.7,0.19,9.729739189,1.139518976,1.4901402,-82.5625,-17,-4.5,1.2,1.3,3.1,3.6
b'F',1905204,4,4.07,80.05529785,-36765.875,12.07,1.23,-0.24,11.16728592,0.823959887,1.805699348,-82.5,-19.9375,-2.9375,1,1,3.1,3.6
b'F',1905246,4,4.07,79.31445313,-38215.875,2.8,0,0.01,6.433899403,0.596056104,0.578525007,-82.5625,-20.8125,-2.25,1,1,3.1,3.6
b'F',1905281,4,4.07,78.63513184,-38215.875,4.49,0.19,-0.28,4.76844883,0.052593186,0.192841679,-81.75,-20.25,-3.375,1,1,3.1,3.6
b'F',1905313,4,4.07,77.96044922,-36209.875,5.87,0.47,-0.34,5.732656956,0.017531062,1.05186367,-81.125,-18.875,-4.0625,1.3,1.3,3.1,3.6
b'F',1905354,4,4.07,77.21496582,-36209.875,10.23,-0.13,-0.61,8.53762722,-0.298028052,0.981739461,-80.75,-17.625,-4.375,1,1,3.1,3.6
b'F',1905387,4,4.07,76.47424316,-36209.875,11.68,-0.26,-0.74,9.379117966,-0.420745492,0.473338664,-78.6875,-16.625,-6.6875,1,1,3.1,3.6
b'F',1905419,4,4.07,75.72888184,-36780.875,14.31,1,-1.8,12.23668098,0.262965918,-0.490869731,-80,-13.1875,-6.625,1.3,1.3,3.1,3.6
b'F',1905458,4,4.07,74.92199707,-36780.875,10.52,0.03,-0.59,10.58876133,0.490869731,-0.122717433,-80.25,-10.875,-6.1875,1,1,3.1,3.6
b'F',1905491,4,4.07,74.51635742,-36780.875,7.03,-0.28,-0.09,9.028496742,0.298028052,0.333090156,-80.0625,-10.75,-5.5625,1,1,3.1,3.6
b'F',1905520,4,4.07,73.77087402,-36411.875,8.49,0.72,-0.59,7.748729229,0.631118238,0.666180313,-79.3125,-11.0625,-5,1,1,3.1,3.6
b'F',1905558,4,4.07,73.03479004,-36411.875,6.43,1.37,-0.26,6.609210014,0.631118238,0.035062123,-80.1875,-10.25,-3.1875,1.3,1.3,3.1,3.6
b'F',1905586,4,4.07,72.62438965,-36411.875,13.33,2.3,-0.42,8.327254295,1.069394708,-0.070124246,-80.625,-10.1875,-1.6875,1,1,3.1,3.6
b'F',1905617,4,4.07,71.88366699,-34277.875,16.07,2.55,0.57,13.46385574,1.910885692,1.05186367,-83.5625,-12.6875,4.625,1,1,3.1,3.6
b'F',1905656,4,4.07,71.14294434,-34277.875,14.16,1.91,1.25,13.49891758,1.682981968,2.156320572,-86.4375,-17.5625,10.6875,1,1,3.1,3.6
b'F',1905685,4,4.07,70.46826172,-34277.875,14.14,2.16,0.07,13.0255785,1.437547088,1.718044043,-83.8125,-24.8125,14.6875,1.3,1.3,3.1,3.6
b'F',1905719,4,4.07,69.99645996,-35982.875,6.7,1.46,0.07,8.414909363,0.894084156,-0.122717433,-84,-27.0625,16.625,1,1,3.1,3.6
b'F',1905761,4,4.07,68.98205566,-35982.875,4.39,-0.21,-0.65,6.083278179,0.105186373,-0.525931835,-82.25,-28.4375,15.6875,1,1,3.1,3.6
b'F',1905796,4,4.07,68.37341309,-33669.875,10.42,-0.45,-2.63,8.870717049,-0.280496985,-1.157050014,-80.0625,-27.6875,12.8125,1,1,3.1,3.6
b'F',1905834,4,4.07,67.69873047,-33669.875,13.89,-0.91,-3.79,10.36085701,-0.68371141,-1.73557508,-78.375,-20.75,9,1.3,1.3,3.1,3.6
b'F',1905873,4,4.07,67.09020996,-33669.875,14.63,0.07,-3.91,12.32433605,-1.104456902,-2.822500944,-75.4375,-11.375,2.75,1,1,3.1,3.6
b'F',1905908,4,4.06,66.41552734,-36088.875,9.69,-0.26,-0.85,10.85172749,-0.578525007,-1.314829588,-73.9375,-5.75,0.9375,1,1,3.1,3.6
b'F',1905941,4,4.06,65.74084473,-36088.875,9.32,-0.15,-2.12,9.344056129,-0.017531062,-0.894084156,-70.1875,-5.0625,-1.5,1.3,1.3,3.1,3.6
b'F',1905983,4,4.07,65.07080078,-35824.875,8.85,0.26,-0.85,8.958372116,-0.087655306,-1.85829258,-69.75,-2.1875,-1.8125,1.2,1.3,3.1,3.6
b'F',1906018,4,4.06,64.45751953,-35824.875,7.56,0.24,-0.11,8.870717049,0.017531062,-0.122717433,-68.125,-2.375,-1.75,1.2,1.3,3.1,3.6
b'F',1906060,4,4.07,63.65075684,-35824.875,16.92,2.37,0.4,11.67568684,1.121987939,-0.175310612,-65.875,-9,1,1,1,3.1,3.6
b'F',1906095,4,4.07,62.98071289,-36358.875,8.13,0.57,0.09,10.64135456,0.823959887,0.631118238,-62.6875,-14.875,2.3125,1.3,1.3,3.1,3.6
b'F',1906129,4,4.07,62.30615234,-36358.875,5.15,0.3,0.07,7.345514774,0.701242447,0.911615193,-60.1875,-19.125,2.25,0.9,1,3.1,3.6
b'F',1906172,4,4.06,61.35778809,-36358.875,3.66,0.55,-0.07,4.663262367,0.578525007,0.298028052,-57,-23.8125,0.75,0.9,1,3.1,3.6
b'F',1906206,4,4.07,60.89074707,-39272.875,6.39,0.76,-0.3,5.189194202,0.403214425,0.087655306,-55.8125,-26.375,0.625,1.2,1.3,3.1,3.6
b'F',1906240,4,4.07,60.21606445,-39272.875,9.42,0.22,-1.15,6.714396477,0.315559119,-0.333090156,-54.3125,-28.0625,0.1875,1,1,3.1,3.6
b'F',1906279,4,4.07,59.60742188,-41733.875,13.45,0.32,-2.45,9.852457047,0.560993969,-1.034332633,-54.4375,-26,-1.25,1,1,3.1,3.6
b'F',1906312,4,4.07,59.00354004,-41733.875,16.41,-0.07,-3.75,13.51644802,0.403214425,-2.261507034,-55.625,-20,-2.875,1,1,3.1,3.6
b'F',1906345,4,4.06,58.52697754,-41733.875,11.62,0.38,-2.18,11.37765884,0.701242447,-2.454348564,-56.5,-16.125,-4.5,1.3,1.3,3.1,3.6
b'F',1906384,4,4.06,57.91833496,-45127.875,6.2,1.12,-2.41,8.046757698,0.876553059,-1.893354654,-57.8125,-10.625,-3.0625,1,1,3.1,3.6
b'F',1906417,4,4.06,57.38049316,-45127.875,6.12,1.38,-2.49,7.047486782,1.034332633,-1.998540998,-57.8125,-8.1875,-1.875,1,1,3.1,3.6
b'F',1906446,4,4.06,56.90869141,-45127.875,7.26,1.97,-2.73,6.696865559,1.17458117,-2.261507034,-58.75,-5.0625,-0.25,1.3,1.3,3.1,3.6
b'F',1906483,4,4.06,56.30004883,-40982.875,11.01,2.82,-3.32,9.449242592,2.156320572,-2.612128258,-63.4375,0.3125,5.125,1.3,1.3,3.1,3.6
b'F',1906513,4,4.06,55.69616699,-40982.875,16.09,4.47,-3.52,11.9211216,2.927687168,-2.752376556,-70.3125,4.9375,13.125,1,1,3.1,3.6
b'F',1906542,4,4.06,55.29040527,-40982.875,15.9,5.13,-3.22,13.90213203,3.646460772,-2.647190332,-80.125,9.0625,25.6875,1,1,3.1,3.6
b'F',1906579,4,4.06,54.54968262,-42622.875,12.75,2.69,-2.37,13.0255785,2.752376556,-2.226444721,-86.25,10.9375,34.25,1.2,1,3.1,3.6
b'F',1906607,4,4.06,53.875,-42622.875,9.06,1.82,-1.58,9.852457047,1.770637274,-1.437547088,-89.625,11.1875,40.1875,1.3,1.3,3.1,3.6
b'F',1906638,4,4.06,53.3371582,-42622.875,6.66,1.31,-1.4,8.134412766,1.4901402,-1.279767513,-91.25,10.75,43,1,1,3.1,3.6
b'F',1906677,4,4.07,52.60119629,-40893.875,6.14,0.44,-1.15,6.223526955,0.596056104,-1.455078125,-91.5625,9.625,44.5,1,1,3.1,3.6
b'F',1906707,4,4.06,51.92175293,-40893.875,12,-0.53,-3.13,9.414179802,-0.262965918,-2.34916234,-90.5,9.4375,43.4375,1.3,1.3,3.1,3.6
b'F',1906740,4,4.06,51.38391113,-40893.875,14.07,-0.63,-4.02,11.14975548,-0.455807596,-2.752376556,-89.625,13.5625,41.125,1.3,1.3,3.1,3.6
b'F',1906781,4,4.06,50.50634766,-38687.875,12.77,-1.21,-3.77,12.62236404,-0.894084156,-3.663991928,-88.125,23.1875,35.875,1,1,3.1,3.6
b'F',1906816,4,4.06,49.63354492,-38687.875,10.61,-0.98,-3.05,10.86925793,-1.17458117,-2.822500944,-85.25,31.4375,29.9375,1,1,3.1,3.6
b'S',32,55,44.10964966,78,106,53,51.00723267,87,2.27,22.56,0.85,1.43,b'RMC',88.16918945,1906811,42,,
b'F',1906858,4,4.06,48.75598145,-38382.875,7.38,-0.67,-1.56,8.414909363,-0.859022021,-1.893354654,-81.6875,35.8125,25.875,1.3,1.3,3.1,3.6
b'F',1906893,4,4.06,48.01525879,-38382.875,6,-0.11,-0.21,6.433899403,-0.315559119,-1.086925864,-79.125,36.4375,25.125,1,1,3.1,3.6
b'S',32,55,44.10964966,78,106,53,51.00723267,87,2.27,22.56,0.85,1.43,b'VTG',88.16918945,1906811,109,,
b'F',1906923,4,4.06,47.54345703,-38382.875,5.84,-0.26,0,6.065747261,-0.140248492,-0.315559119,-76.4375,35.0625,25.25,1,1,3.1,3.6
b'F',1906967,4,4.06,46.53381348,-35143.875,15.5,-2.73,-0.26,11.43025208,-1.718044043,-0.490869731,-69.25,30.5625,20.5625,0.9,1,3.1,3.6
b'F',1907004,4,4.06,45.92993164,-35143.875,13.1,-1.5,0.82,12.02630806,-1.805699348,0.420745492,-61.125,27.4375,13.375,1.3,1.3,3.1,3.6
b'F',1907039,4,4.06,45.18920898,-35143.875,9.92,-1,1,11.06209946,-1.998540998,2.279037952,-53,20.5,8,0.9,1,3.1,3.6
b'F',1907082,4,4.06,44.24560547,-35914.875,3.64,-0.24,0.03,7.082549095,-0.718773544,1.384953856,-46.4375,15.75,3.875,0.9,1,3.1,3.6
b'F',1907117,4,4.06,43.4387207,-35914.875,2.05,-0.36,0.24,3.96201992,-0.140248492,0.701242447,-44,14.375,3.875,1.3,1.3,3.1,3.6
b'F',1907151,4,4.06,42.96691895,-35112.875,5.09,-0.59,0.24,4.487951756,-0.368152291,0.859022021,-40.25,13.125,2.9375,0.9,1,3.1,3.6
b'F',1907195,4,4.06,41.95727539,-35112.875,11.96,0.13,-0.94,9.010965347,-0.105186373,-0.035062123,-36.8125,13.9375,1.125,0.9,1,3.1,3.6
b'F',1907229,4,4.06,41.35339355,-35112.875,15.45,0.01,-0.82,13.06064129,-0.070124246,0.052593186,-35.125,16.6875,2.0625,1,1,3.1,3.6
b'F',1907262,4,4.06,40.94763184,-36877.875,14.34,-0.42,-1.99,13.72682095,-0.227903798,0.140248492,-33.1875,17.6875,1.9375,1.2,1.3,3.1,3.6
b'F',1907302,4,4.06,40.00878906,-36877.875,8.09,-0.45,-0.89,10.74654102,0.122717433,0.876553059,-33.4375,19.0625,4.75,0.9,1,3.1,3.6
b'F',1907334,4,4.06,39.60302734,-37579.875,5.65,-0.44,-0.09,6.977362633,-0.613587141,0.771366715,-31.5625,20.1875,4.875,0.9,1,3.1,3.6
b'F',1907366,4,4.06,38.86230469,-37579.875,4.72,-0.34,0.59,5.960560799,-0.508400798,1.244705319,-29.75,19,4.4375,1.3,1.3,3.1,3.6
b'F',1907404,4,4.06,38.19238281,-37579.875,9.88,-1.38,2.22,7.380577087,-0.80642885,1.910885692,-25.25,16.4375,2.9375,0.9,1,3.1,3.6
b'S',32,55,44.10964966,78,106,53,51.00723267,87,2.27,22.56,0.85,1.43,b'GLL',88.16918945,1907402,30,,
b'F',1907433,4,4.06,37.38562012,-34204.875,16.59,-1.97,5.21,12.28927422,-1.472609162,3.804240465,-19,8.3125,-0.375,0.9,1,3.1,3.6
b'F',1907474,4,4.06,36.7109375,-34204.875,15.48,-2.2,4.64,13.79694557,-1.647919774,5.013883591,-7.75,-6.1875,-5.8125,1,1,3.1,3.6
b'F',1907503,4,4.06,36.30981445,-34204.875,15.1,-1.46,5.65,13.48138618,-1.525202394,5.136600971,3.125,-19.6875,-10.8125,1.3,1.3,3.1,3.6
b'F',1907531,4,4.06,35.50305176,-36894.875,5.87,-0.44,0.78,8.642813683,-0.490869731,3.067935705,8.9375,-30.125,-13.875,1,1,3.1,3.6
b'F',1907569,4,4.06,34.7623291,-36894.875,7.03,0.11,1.1,6.977362633,-0.192841679,2.208913803,9.8125,-33.6875,-14.3125,1,1,3.1,3.6
b'F',1907598,4,4.06,34.35656738,-36894.875,6.25,1.08,0.47,5.872905731,0.80642885,1.4901402,9.375,-36.5,-12.875,1,1,3.1,3.6
b'F',1907628,4,4.06,33.61584473,-34722.875,9.53,1.52,-1.04,6.556616783,1.17458117,0.525931835,6.3125,-36.75,-9.125,1.3,1.3,3.1,3.6
b'F',1907666,4,4.06,32.94592285,-34722.875,17.77,4.24,-0.38,12.63989544,1.98100996,0.175310612,0,-34.0625,-1.25,1,1,3.1,3.6
b'F',1907728,4,4.06,31.9362793,-35588.875,12.19,1.63,-3.15,14.18262863,2.647190332,-1.945947886,-17.75,-23.875,17.4375,1,1,3.1,3.6
b'F',1907762,4,4.06,31.1295166,-35588.875,5.02,0.61,-1.19,8.34478569,1.17458117,-0.666180313,-22.125,-20.8125,21.5,1.3,1.3,3.1,3.6
b'F',1907805,4,4.06,30.45959473,-35588.875,4.32,-0.38,-0.3,5.837843418,0.298028052,-0.210372746,-23.625,-19.875,23.5,1,1,3.1,3.6
b'F',1907840,4,4.06,29.71887207,-34058.875,5.04,-0.49,-0.11,5.434628963,-0.385683358,0.122717433,-23.625,-19.5,23.375,1,1,3.1,3.6
b'F',1907873,4,4.06,29.24707031,-34058.875,16.9,-1.17,1.31,11.44778347,-1.612857699,1.4901402,-21.5625,-21,21.5625,0.9,1,3.1,3.6
b'F',1907916,4,4.06,28.37414551,-34745.875,10.33,-0.24,0.15,11.55296993,-1.104456902,0.841490984,-13.625,-25.625,16.6875,1.3,1.3,3.1,3.6
b'F',1907948,4,4.06,28.03918457,-34745.875,19.11,0.09,0.91,13.69175911,-0.981739461,2.384224415,-10.4375,-29.5,14.8125,0.9,1,3.1,3.6
b'F',1907985,4,4.06,27.23242188,-34745.875,8.02,-0.15,-0.85,10.92185116,-0.613587141,0.420745492,-7,-30.4375,12.875,0.9,1,3.1,3.6
b'F',1908026,4,4.06,26.35961914,-37964.875,8.29,0.24,-1.44,8.362316132,-0.438276529,-0.596056104,-6.3125,-28.1875,11.125,1.3,1.3,3.1,3.6
b'F',1908062,4,4.06,25.68493652,-37964.875,5.59,0.05,-1.65,6.907238483,-0.438276529,-1.472609162,-4.75,-24.0625,11.4375,1,1,3.1,3.6
b'F',1908097,4,4.06,25.1517334,-37964.875,16.18,-0.72,-5.44,11.7633419,-0.648649275,-3.436088085,-4.4375,-20.125,12.0625,1,1,3.1,3.6
b'F',1908139,4,4.06,24.27416992,-35709.875,11.71,-0.49,-4.84,11.39519024,-1.034332633,-4.750917912,-5.75,-1.4375,11.6875,1,1,3.1,3.6
b'F',1908174,4,4.06,23.53344727,-35709.875,11.56,-1.48,-5.78,10.74654102,-1.349891782,-5.469691277,-7,11.4375,10.75,1.2,1.3,3.1,3.6
b'F',1908210,4,4.06,22.86352539,-37973.875,7.2,-2.03,-2.9,8.625282288,-0.876553059,-3.260777473,-4.875,24.1875,7.5625,1,1,3.1,3.6
b'F',1908252,4,4.06,22.18884277,-37973.875,6.62,-0.51,-1.52,6.539085865,-0.92914629,-1.910885692,-2.9375,28,4.5625,1,1,3.1,3.6
b'F',1908285,4,4.06,21.5189209,-37973.875,6.54,-1.91,-1.04,6.030684948,-1.73557508,-0.981739461,-1.6875,30.6875,2.875,1.3,1.3,3.1,3.6
b'F',1908326,4,4.06,20.84899902,-38695.875,10.35,-2.98,-0.26,8.485033989,-2.717314482,-0.262965918,-0.25,30.6875,-6.4375,1,1,3.1,3.6
b'F',1908360,4,4.06,20.10827637,-38695.875,12.32,-4.43,-0.21,10.22060871,-3.751647234,0.350621223,1.0625,28.9375,-19.6875,1,1,3.1,3.6
b'F',1908392,4,4.06,19.57043457,-39098.875,9.92,-3.96,0.07,9.694677353,-3.611398697,0.560993969,0.875,26.8125,-29.1875,0.9,1,3.1,3.6
b'F',1908431,4,4.06,18.90039063,-39098.875,4.99,-0.94,-0.11,7.240328312,-2.962749481,1.297298551,1.9375,21.0625,-37.875,1.3,1.3,3.1,3.6
b'F',1908463,4,4.06,18.16442871,-39098.875,4.34,-0.85,-0.57,5.662532806,-1.297298551,-0.508400798,2.875,19.625,-40,0.9,1,3.1,3.6
b'F',1908496,4,4.06,17.69262695,-37834.875,4.87,-0.53,-0.15,5.154131889,-1.069394708,-0.157779559,4.125,18.6875,-42.0625,1,1,3.1,3.6
b'F',1908534,4,4.06,17.08874512,-37834.875,8.25,-0.38,-0.03,5.680063725,-0.368152291,0.438276529,3.8125,16.9375,-42.5,1.3,1.3,3.1,3.6
b'F',1908564,4,4.06,16.48474121,-37834.875,12.49,-0.3,-0.61,10.46604347,0.035062123,-0.105186373,4.0625,15.9375,-42.6875,1,1,3.1,3.6
b'F',1908592,4,4.06,16.07910156,-36942.875,15.69,-0.47,-0.94,12.49964714,-0.227903798,-0.052593186,3,16.25,-42.625,1,1,3.1,3.6
b'F',1908629,4,4.06,15.40905762,-36942.875,14.12,1.1,-2.69,13.0255785,-0.210372746,-0.385683358,1.75,16.625,-41.5,1,1,3.1,3.6
b'F',1908659,4,4.06,14.87121582,-36942.875,9.24,0.82,-0.49,11.99124622,0.280496985,-1.279767513,-0.75,20.9375,-39.125,1.3,1.3,3.1,3.6
b'F',1908689,4,4.06,14.4654541,-38146.875,5.61,0.65,0.28,7.60848093,0.666180313,-0.438276529,-2.5625,21.4375,-38,0.9,1,3.1,3.6
b'F',1908731,4,4.06,13.52661133,-38146.875,6.7,1.17,-0.21,6.258588791,1.086925864,0.543462932,-5.25,20.1875,-34.0625,1,1,3.1,3.6
b'F',1908765,4,4.06,12.98876953,-38146.875,8.64,0.53,0.26,7.205266476,0.666180313,0.140248492,-7.875,20.75,-31.8125,1,1,3.1,3.6
b'F',1908800,4,4.06,12.52172852,-37242.875,16.49,1.7,0.96,9.799863815,0.543462932,0.946677327,-8.125,18.3125,-30.75,1.3,1.3,3.1,3.6
b'F',1908846,4,4.06,11.71484375,-37242.875,13.12,1.99,2.03,13.00804806,0.666180313,2.682252407,-9.9375,8.25,-23.875,1,1,3.1,3.6
b'F',1908877,4,4.06,10.44104004,-40912.875,13.41,2.69,3.87,12.21914959,1.437547088,3.59386754,-11.0625,-3.75,-19.625,1.1,1.1,3,3.6
b'F',1908911,4,4.06,10.90808105,-40912.875,-46.26,-12.49,12.05,200.5553436,-11.41272068,363.6818848,168.25,260.8125,-168.375,1.3,1.3,3.1,3.6
b'F',1908953,4,4.06,10.30419922,-40912.875,6.33,45.01,2.41,88.514328,-24.26298904,124.6984406,17.3125,140.75,-157.8125,1,1.1,3.1,3.6
b'F',1908986,4,4.06,9.766357422,-16003.875,2.47,-21.46,-18.65,9.098621368,-17.40834427,-6.030684948,-3.3125,146.25,-178.9375,0.9,1,3.1,3.6
b'F',1909022,4,4.06,9.431396484,-16003.875,-4.47,4.61,9.38,-0.841490984,-6.591679096,19.6698513,-21.5,132.25,-167.125,1.2,1.3,3.1,3.6
b'F',1909063,4,4.06,9.030395508,65881.125,-1.35,-2.1,-3.85,-2.559535027,-3.576336622,8.379847527,-18.625,147.625,-164.3125,1.3,1.3,3.1,3.6
b'F',1909099,4,4.06,8.761474609,65881.125,-1.06,0.28,1.27,-2.121258497,-2.524472952,1.455078125,-23.9375,144.75,-161.5625,1.2,1.3,3.1,3.6
b'F',1909142,4,4.06,8.426391602,65881.125,-1.21,-0.34,0.55,-1.104456902,-0.876553059,1.069394708,-29.75,150.0625,-158.1875,1.2,1.3,3.1,3.6
b'F',1909176,4,4.06,8.223510742,-11121.875,-3.62,-0.74,-0.72,-2.243975878,-1.05186367,0.087655306,-28.0625,154,-154.875,1.2,1.3,3.1,3.6
b'F',1909214,4,4.04,7.954589844,-11121.875,-1.31,-0.7,-0.47,-2.173851728,-1.384953856,0.560993969,-56,156.3125,-145.5625,1.2,1.3,3.1,3.6
b'F',1909255,4,4.04,7.817871094,-41115.875,-1.1,-0.44,-0.19,-1.192112207,-0.350621223,0.350621223,-59.5625,163.5,-138.75,1.2,1.3,3.1,3.6
b'F',1909288,4,4.04,7.685668945,-41115.875,-1.14,-0.45,-0.19,-0.596056104,0.227903798,0.070124246,-60.125,167.6875,-133.5,1.2,1.3,3.1,3.6
b'F',1909321,4,4.04,7.614990234,-41115.875,-1.44,-0.21,-0.65,-0.596056104,0.613587141,0.508400798,-58.5625,170.6875,-127.4375,1.3,1.3,3.1,3.6
b'F',1909362,4,4.04,6.944946289,-35099.875,-54.19,110.21,55.64,0.070124246,24.12273979,145.7006531,-95.875,195.625,-87,1,1.1,3.1,3.6
b'F',1909393,4,4.04,6.803466797,-35099.875,-16.09,-119.83,-46.24,33.71223068,-18.26736641,196.2953033,-110.5625,-27.875,79.1875,1.1,1,3.1,3.6
b'F',1909426,4,4.04,6.737426758,-35099.875,3.56,56.63,66.97,0.157779559,14.25275326,0.771366715,-105.5,-119.8125,79.0625,1.3,1.3,3.1,3.6
b'F',1909464,4,4.04,6.666625977,-26315.875,-2.67,-21.79,-37.17,-2.226444721,1.086925864,2.962749481,-111.5,-83.6875,67.5625,1.3,1.3,3.1,3.6
b'F',1909494,4,4.04,6.666625977,-26315.875,-0.11,10.93,15.66,-1.788168311,-0.841490984,12.55224037,-122.8125,-96.8125,58,1.1,1.1,3.1,3.6
b'F',1909522,4,4.04,6.534545898,-26315.875,-2.98,3.03,9.4,-2.980280399,2.506941795,13.39373112,-114.25,-77.125,56.1875,1,1.1,3.1,3.6
b'F',1909559,4,4.04,6.463745117,-22379.875,-23.92,51.67,132.76,-12.20161915,12.07890129,31.69615936,87.5,-66.875,28.0625,1.3,1.3,3.1,3.6
b'F',1909589,4,4.02,6.529785156,-22379.875,-4.53,-3.73,-4.95,-12.34186745,-0.718773544,21.0723362,158.8125,44.1875,-9.5625,1,1,3.1,3.6
b'F',1909618,4,4.02,6.595825195,-22379.875,-3.48,8.41,7.92,-4.014613152,2.875094175,21.65086174,92.5,47.8125,-15.1875,1.3,1.3,3.1,3.6
b'F',1909657,4,4.02,6.529785156,-26721.875,-12.6,0.15,-5.63,-5.943029881,7.590949535,17.864151,75.25,60.3125,-12.9375,1,1.2,3.1,3.6
b'F',1909686,4,4.02,6.529785156,-26721.875,-5.15,26.25,27.65,-9.186276436,12.51717758,19.26663589,49,29.75,2.625,1.3,1.3,3.1,3.6
b'F',1909719,4,4.02,6.525024414,-26721.875,-5.53,-3.26,-3.83,-6.01315403,4.277578831,2.699783564,127.3125,-4.4375,9.125,1.3,1.3,3.1,3.6
b'F',1909762,4,4.02,6.525024414,-54405.875,-11.9,15.62,17.15,-7.713666916,5.329442501,5.294380665,100.125,3.3125,4.6875,1.3,1.3,3.1,3.6
b'F',1909797,4,4.02,6.392944336,-54405.875,-9.08,9.65,4.74,-9.484304428,8.34478569,7.520825386,95.5,-0.5625,4.6875,1.3,1.3,3.1,3.6
b'F',1909842,4,4.02,6.322265625,-48605.875,-8.81,8,3.52,-8.853185654,8.414909363,5.294380665,33.3125,1.875,0.125,1.3,1.3,3.1,3.6
b'F',1909874,4,4.02,6.322265625,-48605.875,-4.15,8.25,4.38,-5.662532806,7.60848093,4.873635292,0,0.4375,-0.125,1.3,1.3,3.1,3.6
b'F',1909910,4,4.02,6.322265625,-48605.875,0.59,7.9,8.37,-2.296569109,7.590949535,5.697595119,-20.4375,0.1875,-0.125,1.3,1.3,3.1,3.6
b'F',1909952,4,4.02,6.388305664,-30995.875,-0.57,6.29,7.01,-0.964208364,5.592408657,6.731927872,-10.9375,0.4375,-0.5,1.3,1.3,3.1,3.6
b'F',1909986,4,4.02,6.388305664,-30995.875,-0.47,6.76,7.58,-0.964208364,5.382035732,6.959831238,1,0.0625,-0.0625,1.3,1.3,3.1,3.6
b'F',1910020,4,4.02,6.388305664,-30995.875,-0.47,8.07,6.43,-0.508400798,6.433899403,6.74945879,8,-0.1875,0.125,1.3,1.3,3.1,3.6
b'F',1910063,4,4.02,6.388305664,-27004.875,-0.49,7.65,6.46,-0.596056104,6.837113857,6.714396477,-1.625,0.4375,-0.0625,1.3,1.3,3.1,3.6
